,arms,bench,broad,fortyyd,hands,heightinchestotal,tenyd,threecone,twentyss,twentyyd,vertical,weight,year,Player,Pos,injured_pct,position_group
2404,0.0,25.0,0.0,4.8,0.0,76.0,0.0,0.0,0.0,0.0,0.0,267,2007,Victor Abiamiri,DE,0.73,DL
2405,34.12,0.0,119.0,4.64,9.88,77.0,1.58,7.17,4.36,0.0,35.0,258,2007,Gaines Adams,DE,0.0,DL
2409,0.0,0.0,103.0,5.17,0.0,76.0,0.0,0.0,4.83,0.0,25.5,304,2007,Jay Alford,DT,1.0,DL
2414,0.0,23.0,114.0,4.73,0.0,71.0,0.0,0.0,4.43,0.0,33.0,243,2007,Deon Anderson,FB,0.31,FB
2432,0.0,26.0,121.0,4.46,0.0,71.0,0.0,0.0,0.0,0.0,35.5,191,2007,Lorenzo Booker,RB,0.53,RB
2433,0.0,0.0,116.0,4.78,0.0,79.0,0.0,0.0,4.41,0.0,35.0,252,2007,Kevin Boss,TE,0.28,TE
2434,33.62,0.0,125.0,4.51,9.88,74.0,1.53,6.81,4.35,2.65,33.0,221,2007,Dwayne Bowe,WR,0.06,WR
2437,0.0,0.0,112.0,4.55,0.0,70.0,0.0,0.0,4.09,0.0,34.0,198,2007,Ahmad Bradshaw,RB,0.28,RB
2438,0.0,33.0,107.0,5.07,0.0,78.0,0.0,0.0,0.0,0.0,27.5,324,2007,Alan Branch,DT,0.02,DL
2439,0.0,0.0,124.0,4.46,0.0,73.0,0.0,0.0,4.29,0.0,33.0,193,2007,Steve Breaston,WR,0.06,WR
2447,0.0,33.0,110.0,4.9,0.0,78.0,0.0,0.0,4.18,0.0,33.5,296,2007,Adam Carriker,DE,0.67,DL
2448,0.0,16.0,111.0,4.78,0.0,79.0,0.0,0.0,4.32,0.0,30.0,270,2007,Scott Chandler,TE,0.06,TE
2451,0.0,0.0,123.0,4.36,0.0,73.0,0.0,0.0,4.15,0.0,32.5,188,2007,David Clowney,WR,0.0,WR
2452,0.0,34.0,111.0,4.94,0.0,75.0,0.0,0.0,4.43,0.0,30.0,257,2007,Daniel Coats,TE,0.0,TE
2454,0.0,34.0,0.0,5.1,0.0,75.0,0.0,0.0,0.0,0.0,26.0,313,2007,Joe Cohen,DT,0.56,DL
2459,0.0,32.0,111.0,4.69,0.0,76.0,0.0,0.0,4.32,0.0,30.5,272,2007,Tim Crowder,DE,0.25,DL
2463,0.0,19.0,108.0,4.75,0.0,71.0,0.0,0.0,4.53,0.0,30.0,211,2007,Kenneth Darby,RB,0.06,RB
2473,0.0,19.0,0.0,4.76,0.0,76.0,0.0,0.0,4.46,0.0,0.0,231,2007,Trent Edwards,QB,0.16,QB
2476,0.0,0.0,123.0,4.3,0.0,71.0,0.0,0.0,4.21,0.0,0.0,174,2007,Yamon Figurs,WR,0.0,WR
2487,31.25,16.0,123.0,4.44,9.12,73.0,1.48,6.54,4.08,2.58,38.0,193,2007,Anthony Gonzalez,WR,0.73,WR
2495,0.0,24.0,108.0,5.04,0.0,77.0,0.0,0.0,4.79,0.0,30.5,300,2007,Justin Harrell,DT,0.97,DL
2496,0.0,21.0,112.0,4.8,0.0,78.0,0.0,0.0,4.4,0.0,32.0,261,2007,Clark Harris,TE,0.06,TE
2502,0.0,26.0,127.0,4.4,0.0,71.0,0.0,0.0,4.16,0.0,36.0,230,2007,Chris Henry,RB,0.0,RB
2507,32.25,11.0,123.0,4.32,9.25,73.0,1.49,7.02,4.22,2.5,37.0,204,2007,Jason Hill,WR,0.03,WR
2515,0.0,21.0,122.0,4.54,0.0,70.0,0.0,0.0,4.14,0.0,37.0,210,2007,Brandon Jackson,RB,0.62,RB
2520,0.0,28.0,108.0,5.15,0.0,75.0,0.0,0.0,4.49,0.0,29.0,310,2007,Antonio Johnson,DT,0.09,DL
2521,33.38,0.0,139.0,4.35,9.25,77.0,1.52,0.0,0.0,2.53,42.5,239,2007,Calvin Johnson,WR,0.07,WR
2526,0.0,0.0,129.0,4.5,7.5,75.0,1.65,7.03,4.31,2.66,34.0,210,2007,Jacoby Jones,WR,0.09,WR
2527,0.0,22.0,119.0,4.54,0.0,73.0,0.0,0.0,4.2,0.0,34.0,207,2007,James Jones,WR,0.06,WR
2531,0.0,0.0,112.0,4.85,0.0,75.0,0.0,0.0,4.44,0.0,32.5,218,2007,Kevin Kolb,QB,0.55,QB
2536,0.0,28.0,122.0,4.52,0.0,74.0,0.0,0.0,4.22,0.0,34.5,226,2007,Brian Leonard,RB,0.17,RB
2539,0.0,20.0,125.0,4.46,0.0,71.0,0.0,0.0,4.58,0.0,35.5,215,2007,Marshawn Lynch,RB,0.1,RB
2542,0.0,27.0,108.0,4.98,0.0,77.0,0.0,0.0,4.46,0.0,28.0,286,2007,Ryan McBean,DT,0.56,DL
2544,0.0,27.0,108.0,4.81,0.0,75.0,0.0,0.0,4.12,0.0,31.0,277,2007,Turk McBride,DT,0.2,DL
2549,0.0,0.0,121.0,4.39,0.0,74.0,1.51,6.97,4.31,2.49,37.5,214,2007,Robert Meachem,WR,0.06,WR
2550,0.0,24.0,106.0,5.15,0.0,73.0,0.0,0.0,4.65,0.0,24.0,309,2007,Brandon Mebane,DT,0.19,DL
2552,0.0,0.0,115.0,4.87,0.0,77.0,0.0,0.0,4.42,0.0,34.0,256,2007,Zach Miller,TE,0.36,TE
2559,0.0,16.0,120.0,4.7,0.0,79.0,0.0,0.0,0.0,0.0,30.5,250,2007,Jarvis Moss,DE,0.06,DL
2562,0.0,19.0,119.0,4.41,0.0,74.0,0.0,0.0,0.0,0.0,40.0,225,2007,Legedu Naanee,WR,0.17,WR
2571,0.0,29.0,111.0,5.07,0.0,74.0,0.0,0.0,0.0,0.0,30.0,302,2007,Amobi Okoye,DT,0.33,DL
2574,0.0,23.0,114.0,4.51,0.0,78.0,0.0,0.0,4.48,0.0,35.5,254,2007,Greg Olsen,TE,0.0,TE
2577,0.0,0.0,104.0,4.98,0.0,78.0,0.0,0.0,4.58,0.0,30.5,231,2007,Jordan Palmer,QB,0.06,QB
2579,0.0,0.0,111.0,4.74,0.0,75.0,0.0,0.0,4.31,0.0,34.5,252,2007,Ben Patrick,TE,0.12,TE
2583,0.0,0.0,127.0,4.4,0.0,74.0,0.0,0.0,4.4,0.0,38.5,217,2007,Adrian Peterson,RB,0.29,RB
2591,0.0,24.0,0.0,4.73,0.0,75.0,0.0,0.0,0.0,0.0,0.0,232,2007,Brady Quinn,QB,0.25,QB
2594,0.0,0.0,119.0,4.51,0.0,76.0,1.47,7.09,4.34,2.59,39.5,200,2007,Sidney Rice,WR,0.31,WR
2597,32.25,19.0,127.0,4.38,9.0,74.0,1.46,6.83,4.28,2.5,39.0,199,2007,Laurent Robinson,WR,0.39,WR
2599,0.0,27.0,121.0,4.67,0.0,75.0,0.0,0.0,4.26,0.0,40.5,259,2007,Brian Robison,DE,0.01,DL
2600,0.0,20.0,115.0,4.78,0.0,75.0,0.0,0.0,4.47,0.0,36.0,244,2007,Dante Rosario,TE,0.04,TE
2606,0.0,25.0,102.0,5.12,0.0,74.0,0.0,0.0,4.69,0.0,26.5,305,2007,Clifton Ryan,DT,0.44,DL
2619,0.0,18.0,114.0,4.5,0.0,71.0,0.0,0.0,4.34,0.0,38.0,220,2007,Kolby Smith,RB,0.75,RB
2620,0.0,11.0,0.0,4.51,0.0,70.0,0.0,0.0,0.0,0.0,0.0,174,2007,Ryan Smith,CB,0.12,DB
2621,0.0,0.0,120.0,4.44,0.0,73.0,1.46,6.68,4.19,2.52,38.0,197,2007,Steve Smith,WR,0.19,WR
2623,0.0,0.0,103.0,5.1,0.0,76.0,0.0,0.0,4.69,0.0,29.5,344,2007,Paul Soliai,DT,0.05,DL
2624,0.0,30.0,112.0,4.7,0.0,75.0,0.0,0.0,4.43,0.0,32.5,261,2007,Anthony Spencer,DE,0.38,DL
2626,0.0,0.0,108.0,4.75,0.0,75.0,0.0,0.0,4.41,0.0,30.5,226,2007,Drew Stanton,QB,0.17,QB
2632,0.0,0.0,120.0,4.56,0.0,71.0,0.0,0.0,4.14,0.0,35.0,197,2007,Chansi Stuckey,WR,0.08,WR
2642,0.0,27.0,0.0,5.18,0.0,75.0,0.0,0.0,0.0,0.0,0.0,314,2007,Marcus Thomas,DT,0.12,DL
2644,0.0,26.0,0.0,5.1,0.0,74.0,0.0,0.0,0.0,0.0,0.0,307,2007,Matt Toeaina,DT,0.25,DL
2646,0.0,42.0,0.0,5.18,0.0,74.0,0.0,0.0,0.0,0.0,28.5,306,2007,Tank Tyler,DT,0.31,DL
2666,0.0,0.0,0.0,4.4,0.0,68.0,0.0,0.0,4.08,0.0,35.5,186,2007,Garrett Wolfe,RB,0.5,RB
2672,0.0,0.0,115.0,4.47,0.0,71.0,0.0,0.0,0.0,0.0,31.5,232,2007,DeShawn Wynn,RB,0.41,RB
2675,0.0,15.0,103.0,5.07,0.0,76.0,0.0,0.0,4.55,0.0,30.5,306,2006,Titus Adams,DT,1.0,DL
2677,0.0,18.0,125.0,4.4,0.0,71.0,0.0,0.0,4.48,0.0,38.5,214,2006,Joseph Addai,RB,0.27,RB
2681,0.0,0.0,116.0,4.57,0.0,71.0,0.0,0.0,4.21,0.0,34.0,192,2006,David Anderson,WR,0.12,WR
2683,0.0,20.0,127.0,4.62,0.0,76.0,0.0,0.0,4.24,0.0,42.0,254,2006,Mark Anderson,DE,0.16,DL
2686,0.0,0.0,120.0,4.35,0.0,75.0,0.0,0.0,4.17,0.0,39.0,201,2006,Devin Aromashodu,WR,0.03,WR
2687,0.0,0.0,123.0,4.47,0.0,74.0,0.0,0.0,4.14,0.0,40.5,215,2006,Miles Austin,WR,0.16,WR
2689,0.0,0.0,119.0,4.5,0.0,75.0,0.0,0.0,4.22,0.0,35.0,224,2006,Hank Baskett,WR,0.06,WR
2690,0.0,19.0,112.0,4.6,0.0,73.0,0.0,0.0,4.24,0.0,31.5,221,2006,Mike Bell,RB,0.09,RB
2705,0.0,16.0,117.0,4.9,0.0,76.0,0.0,0.0,4.31,0.0,33.0,253,2006,Copeland Bryan,DE,0.81,DL
2707,0.0,44.0,113.0,5.01,0.0,75.0,0.0,0.0,0.0,0.0,32.5,306,2006,Brodrick Bunkley,DT,0.11,DL
2713,0.0,0.0,0.0,4.89,0.0,74.0,0.0,0.0,0.0,0.0,0.0,224,2006,Kellen Clemens,QB,0.09,QB
2714,0.0,35.0,105.0,4.95,0.0,76.0,0.0,0.0,4.35,0.0,34.0,304,2006,Barry Cofield,DT,0.25,DL
2716,33.38,0.0,123.0,4.5,9.62,77.0,1.6,6.96,4.44,2.65,37.0,224,2006,Marques Colston,WR,0.07,WR
2720,0.0,0.0,0.0,4.77,0.0,75.0,0.0,0.0,4.31,0.0,0.0,226,2006,Jay Cutler,QB,0.26,QB
2721,0.0,23.0,114.0,4.65,0.0,76.0,0.0,0.0,4.11,0.0,34.5,253,2006,Owen Daniels,TE,0.24,TE
2724,0.0,33.0,128.0,4.38,0.0,75.0,0.0,0.0,4.17,0.0,42.0,254,2006,Vernon Davis,TE,0.05,TE
2733,0.0,30.0,0.0,4.75,0.0,73.0,0.0,0.0,0.0,0.0,0.0,257,2006,Elvis Dumervil,DE,0.22,DL
2735,0.0,30.0,114.0,4.81,0.0,77.0,0.0,0.0,4.59,0.0,39.0,273,2006,Ray Edwards,DE,0.04,DL
2740,0.0,19.0,0.0,4.86,0.0,76.0,0.0,0.0,4.34,0.0,33.5,259,2006,Anthony Fasano,TE,0.1,TE
2741,0.0,19.0,108.0,4.95,0.0,76.0,0.0,0.0,4.52,0.0,29.5,259,2006,Daniel Fells,TE,0.19,TE
2743,0.0,29.0,119.0,4.5,0.0,70.0,0.0,0.0,0.0,0.0,35.0,218,2006,Quinton Ganther,RB,0.06,RB
2744,0.0,28.0,123.0,4.7,0.0,74.0,0.0,0.0,4.09,0.0,38.5,263,2006,Chris Gocong,DE,0.35,DL
2745,0.0,31.0,111.0,4.88,0.0,76.0,0.0,0.0,4.45,0.0,33.0,300,2006,Kedric Golston,DT,0.27,DL
2747,0.0,0.0,107.0,4.59,0.0,74.0,0.0,0.0,4.16,0.0,34.0,217,2006,Bruce Gradkowski,QB,0.6,QB
2753,30.0,15.0,124.0,4.45,9.0,74.0,1.5,0.0,4.07,2.59,36.0,208,2006,Derek Hagan,WR,0.03,WR
2757,0.0,24.0,115.0,4.8,0.0,73.0,0.0,0.0,4.28,0.0,32.0,253,2006,Parys Haralson,DE,0.03,DL
2760,0.0,19.0,124.0,4.47,0.0,69.0,0.0,0.0,4.08,0.0,34.5,201,2006,Jerome Harrison,RB,0.44,RB
2761,0.0,0.0,116.0,4.59,0.0,73.0,0.0,0.0,4.15,0.0,32.0,208,2006,Mike Hass,WR,0.06,WR
2762,0.0,28.0,113.0,4.82,0.0,78.0,0.0,0.0,4.5,0.0,35.5,284,2006,Jason Hatcher,DE,0.11,DL
2773,32.0,0.0,126.0,4.35,9.62,70.62,0.0,6.82,4.26,0.0,38.0,188,2006,Santonio Holmes,WR,0.27,WR
2783,0.0,0.0,107.0,4.69,0.0,74.0,0.0,0.0,4.4,0.0,31.5,226,2006,Tarvaris Jackson,QB,0.11,QB
2789,30.0,0.0,117.0,4.42,9.0,71.0,1.57,6.69,4.18,2.6,36.5,197,2006,Greg Jennings,WR,0.11,WR
2793,0.0,0.0,104.0,5.41,0.0,75.0,0.0,0.0,0.0,0.0,0.0,317,2006,Johnny Jolly,DT,0.09,DL
2799,0.0,21.0,109.0,4.83,0.0,77.0,0.0,0.0,4.13,0.0,32.5,245,2006,Jeff King,TE,0.5,TE
2801,0.0,17.0,120.0,4.7,0.0,78.0,0.0,0.0,4.15,0.0,32.0,266,2006,Mathias Kiwanuka,DE,0.28,DL
2802,0.0,27.0,112.0,4.63,0.0,78.0,0.0,0.0,4.24,0.0,36.0,255,2006,Joe Klopfenstein,TE,0.56,TE
2810,0.0,0.0,0.0,4.9,0.0,77.0,0.0,0.0,0.0,0.0,0.0,223,2006,Matt Leinart,QB,0.44,QB
2812,0.0,23.0,118.0,4.8,0.0,79.0,0.0,0.0,4.84,0.0,37.0,261,2006,Marcedes Lewis,TE,0.22,TE
2829,0.0,25.0,110.0,5.15,0.0,74.0,0.0,0.0,4.49,0.0,30.5,302,2006,John McCargo,DT,0.25,DL
2841,0.0,27.0,116.0,4.76,0.0,76.0,0.0,0.0,4.25,0.0,33.5,259,2006,Jeremy Mincey,DE,0.07,DL
2846,0.0,0.0,123.0,4.38,0.0,68.0,1.48,0.0,0.0,2.53,42.0,185,2006,Sinorice Moss,WR,0.53,WR
2852,0.0,37.0,110.0,5.13,0.0,76.0,0.0,0.0,4.69,0.0,31.5,338,2006,Haloti Ngata,DT,0.07,DL
2854,0.0,23.0,116.0,4.91,0.0,75.0,0.0,0.0,4.18,0.0,34.5,260,2006,Rob Ninkovich,DE,0.01,DL
2855,0.0,15.0,122.0,4.4,0.0,73.0,0.0,0.0,4.26,0.0,36.5,210,2006,Jerious Norwood,RB,0.5,RB
2856,33.0,0.0,0.0,4.43,9.0,73.0,0.0,0.0,0.0,0.0,39.5,205,2006,Ben Obomanu,WR,0.06,WR
2857,33.0,0.0,116.0,4.45,9.0,73.0,1.64,7.18,4.23,2.7,38.0,205,2006,Ben Obomanu,WR,0.06,WR
2866,0.0,25.0,103.0,5.27,0.0,75.0,0.0,0.0,4.54,0.0,28.5,307,2006,Domata Peko,DT,0.1,DL
2887,0.0,0.0,110.0,4.88,0.0,75.0,0.0,0.0,0.0,0.0,29.5,267,2006,Frostee Rucker,DE,0.11,DL
2890,0.0,17.0,115.0,4.54,0.0,78.0,0.0,0.0,4.04,0.0,33.5,254,2006,Tony Scheffler,TE,0.08,TE
2900,0.0,0.0,128.0,4.46,0.0,74.0,1.59,7.01,4.33,2.65,39.5,213,2006,Brad Smith,QB,0.17,QB
2910,0.0,0.0,122.0,4.57,0.0,77.0,1.6,6.81,4.16,2.69,35.0,217,2006,Maurice Stovall,WR,0.1,WR
2914,0.0,27.0,109.0,4.83,0.0,74.0,0.0,0.0,4.48,0.0,33.0,252,2006,Darryl Tapp,DE,0.1,DL
2916,0.0,19.0,113.0,4.67,0.0,75.0,0.0,0.0,4.35,0.0,37.5,252,2006,David Thomas,TE,0.25,TE
2924,0.0,21.0,104.0,4.82,0.0,73.0,0.0,0.0,4.64,0.0,30.5,245,2006,Lawrence Vickers,FB,0.03,FB
2929,0.0,17.0,105.0,4.42,0.0,68.0,0.0,0.0,4.37,0.0,32.5,201,2006,Leon Washington,RB,0.35,RB
2938,0.0,0.0,112.0,4.75,0.0,77.0,0.0,0.0,4.12,0.0,33.0,223,2006,Charlie Whitehurst,QB,0.12,QB
2944,0.0,25.0,0.0,4.49,0.0,69.0,0.0,0.0,0.0,0.0,35.5,214,2006,DeAngelo Williams,RB,0.28,RB
2947,33.88,35.0,120.0,4.7,10.0,79.0,1.6,7.21,4.37,2.77,40.5,295,2006,Mario Williams,DE,0.13,DL
2950,34.0,24.0,129.0,4.61,10.0,76.0,1.6,6.98,4.48,2.74,38.5,248,2006,Kamerion Wimbley,DE,0.06,DL
2954,0.0,0.0,0.0,4.48,0.0,77.0,0.0,0.0,0.0,0.0,0.0,229,2006,Vince Young,QB,0.25,QB
2957,0.0,28.0,0.0,5.12,0.0,74.0,0.0,0.0,4.55,0.0,29.5,289,2005,Lorenzo Alexander,DT,0.2,DL
2959,0.0,0.0,103.0,5.03,0.0,78.0,0.0,0.0,4.67,0.0,29.0,242,2005,Derek Anderson,QB,0.24,QB
2963,0.0,23.0,107.0,4.93,0.0,76.0,0.0,0.0,4.4,0.0,32.5,279,2005,Adrian Awasom,DE,0.06,DL
2966,0.0,16.0,113.0,4.74,0.0,77.0,0.0,0.0,4.3,0.0,31.5,261,2005,Billy Bajema,TE,0.06,TE
2967,0.0,20.0,0.0,4.53,0.0,72.0,0.0,0.0,0.0,0.0,40.0,221,2005,Marion Barber,RB,0.19,RB
2990,0.0,0.0,128.0,4.45,0.0,74.0,0.0,0.0,4.0,0.0,41.5,196,2005,Reggie Brown,WR,0.0,WR
2991,0.0,18.0,117.0,4.43,0.0,73.0,0.0,0.0,4.14,0.0,34.0,233,2005,Ronnie Brown,RB,0.15,RB
2993,0.0,13.0,123.0,4.63,0.0,76.0,0.0,0.0,4.24,0.0,36.5,221,2005,Brandon Browner,CB,0.28,DB
2994,0.0,23.0,106.0,5.06,0.0,75.0,0.0,0.0,4.72,0.0,31.5,335,2005,Anthony Bryant,DT,0.12,DL
2998,0.0,35.0,115.0,4.91,0.0,76.0,0.0,0.0,4.21,0.0,32.5,294,2005,Tim Bulman,DT,0.16,DL
3003,0.0,0.0,0.0,4.72,0.0,77.0,0.0,0.0,0.0,0.0,0.0,230,2005,Jason Campbell,QB,0.15,QB
3008,30.62,0.0,118.0,4.41,9.12,71.0,1.53,6.95,4.07,2.64,36.5,193,2005,Mark Clayton,WR,0.56,WR
3011,0.0,34.0,0.0,4.95,0.0,76.0,0.0,0.0,0.0,0.0,0.0,293,2005,Shaun Cody,DT,0.08,DL
3027,0.0,22.0,118.0,4.8,0.0,74.0,0.0,0.0,4.44,0.0,37.0,273,2005,Chauncey Davis,DE,0.0,DL
3031,0.0,22.0,113.0,4.72,0.0,76.0,0.0,0.0,4.05,0.0,36.0,260,2005,Joel Dreessen,TE,0.04,TE
3036,0.0,22.0,0.0,4.45,0.0,75.0,0.0,0.0,0.0,0.0,0.0,210,2005,Braylon Edwards,WR,0.12,WR
3038,0.0,25.0,103.0,5.07,0.0,76.0,0.0,0.0,4.83,0.0,27.5,305,2005,Atiyyah Ellison,DT,0.06,DL
3044,0.0,0.0,102.0,5.24,0.0,75.0,0.0,0.0,4.68,0.0,27.0,313,2005,Ronald Fields,DT,0.0,DL
3046,0.0,0.0,105.0,4.86,0.0,75.0,0.0,0.0,4.07,0.0,30.5,232,2005,Ryan Fitzpatrick,QB,0.04,QB
3053,0.0,0.0,113.0,4.79,0.0,76.0,0.0,0.0,4.09,0.0,33.0,225,2005,Charlie Frye,QB,0.0,QB
3079,0.0,33.0,110.0,4.74,0.0,74.0,0.0,0.0,4.38,0.0,34.0,284,2005,Jovan Haye,DE,0.0,DL
3081,0.0,29.0,108.0,4.87,0.0,75.0,0.0,0.0,4.26,0.0,32.5,266,2005,Madison Hedgecock,FB,0.75,FB
3097,32.0,23.0,129.0,4.46,9.62,77.0,1.57,6.84,4.0,2.63,39.0,241,2005,Vincent Jackson,WR,0.17,WR
3098,0.0,19.0,118.0,4.56,0.0,76.0,0.0,0.0,4.49,0.0,37.0,267,2005,Brandon Jacobs,RB,0.17,RB
3104,0.0,0.0,114.0,4.42,0.0,74.0,0.0,0.0,4.1,0.0,37.0,208,2005,Brandon Jones,WR,0.12,WR
3140,0.0,19.0,117.0,4.46,0.0,68.0,0.0,0.0,4.11,0.0,36.0,210,2005,Ryan Moats,RB,0.0,RB
3142,0.0,22.0,108.0,4.84,0.0,76.0,0.0,0.0,4.57,0.0,29.5,262,2005,Eric Moore,DE,0.0,DL
3154,0.0,0.0,0.0,5.06,0.0,76.0,0.0,0.0,4.54,0.0,26.5,233,2005,Kyle Orton,QB,0.06,QB
3157,0.0,10.0,126.0,4.37,0.0,70.0,1.56,6.64,4.2,2.54,36.0,170,2005,Roscoe Parrish,WR,0.5,WR
3159,0.0,26.0,0.0,5.08,0.0,73.0,0.0,0.0,0.0,0.0,0.0,292,2005,Mike Patterson,DT,0.2,DL
3168,0.0,32.0,107.0,5.02,0.0,76.0,0.0,0.0,4.49,0.0,32.5,325,2005,Sione Pouha,DT,0.06,DL
3181,0.0,0.0,126.0,4.41,0.0,73.0,0.0,0.0,4.0,0.0,36.5,189,2005,Courtney Roby,WR,0.12,WR
3182,0.0,0.0,110.0,4.71,0.0,74.0,0.0,7.39,4.32,0.0,34.5,223,2005,Aaron Rodgers,QB,0.07,QB
3186,0.0,26.0,112.0,4.81,0.0,76.0,0.0,0.0,4.36,0.0,32.0,278,2005,Matt Roth,DE,0.27,DL
3191,0.0,24.0,114.0,4.75,0.0,75.0,0.0,0.0,4.14,0.0,32.5,249,2005,Bo Scaife,TE,0.38,TE
3198,0.0,0.0,113.0,4.71,0.0,76.0,0.0,0.0,3.97,0.0,32.0,217,2005,Alex Smith,QB,0.06,QB
3201,0.0,15.0,0.0,5.03,0.0,76.0,0.0,0.0,0.0,0.0,0.0,307,2005,Marcus Spears,DE,0.17,DL
3203,0.0,23.0,105.0,4.47,0.0,66.0,0.0,0.0,3.96,0.0,33.0,187,2005,Darren Sproles,RB,0.08,RB
3217,0.0,0.0,103.0,5.0,0.0,77.0,0.0,0.0,4.67,0.0,32.5,301,2005,Kevin Vickerson,DT,0.34,DL
3233,0.0,0.0,123.0,4.56,0.0,77.0,1.66,6.98,4.23,2.7,36.5,229,2005,Mike Williams,WR,0.22,WR
3234,0.0,0.0,0.0,4.32,0.0,74.0,0.0,0.0,4.18,0.0,37.0,203,2005,Troy Williamson,WR,0.88,WR
3244,0.0,13.0,120.0,4.72,0.0,78.0,0.0,0.0,4.34,0.0,33.0,265,2004,Jared Allen,DE,0.02,DL
3252,0.0,24.0,0.0,5.07,0.0,78.0,0.0,0.0,0.0,0.0,0.0,277,2004,Dave Ball,DE,0.22,DL
3255,0.0,0.0,128.0,4.58,0.0,73.0,0.0,0.0,4.21,0.0,38.0,183,2004,Bernard Berrian,WR,0.06,WR
3282,0.0,0.0,116.0,4.67,0.0,75.0,0.0,0.0,4.15,0.0,32.5,209,2004,Michael Clayton,WR,0.28,WR
3288,0.0,22.0,115.0,4.87,0.0,76.0,0.0,0.0,4.19,0.0,33.0,262,2004,Chris Cooley,TE,0.42,TE
3290,0.0,0.0,116.0,4.53,0.0,73.0,0.0,0.0,4.33,0.0,35.5,204,2004,Terrance Copper,WR,0.02,WR
3292,0.0,0.0,121.0,4.54,0.0,73.0,1.59,6.95,3.92,2.68,36.0,212,2004,Jerricho Cotchery,WR,0.1,WR
3305,0.0,26.0,105.0,5.0,0.0,76.0,0.0,0.0,0.0,0.0,31.0,297,2004,Darnell Dockett,DT,0.19,DL
3312,0.0,25.0,105.0,5.12,0.0,75.0,0.0,0.0,4.68,0.0,28.0,313,2004,Dwan Edwards,DT,0.2,DL
3316,0.0,0.0,120.0,4.39,0.0,71.0,0.0,0.0,0.0,0.0,34.5,197,2004,Lee Evans,WR,0.31,WR
3319,0.0,0.0,0.0,4.48,10.5,74.88,0.0,6.94,4.28,0.0,38.0,225,2004,Larry Fitzgerald,WR,0.02,WR
3325,0.0,18.0,109.0,5.06,0.0,74.0,0.0,0.0,4.2,0.0,33.0,275,2004,Michael Gaines,TE,0.06,TE
3328,0.0,24.0,112.0,4.84,0.0,75.0,0.0,0.0,0.0,0.0,33.5,271,2004,Robert Geathers,DE,0.21,DL
3341,0.0,29.0,0.0,4.68,0.0,75.0,0.0,0.0,0.0,0.0,0.0,295,2004,Tommie Harris,DT,0.06,DL
3342,0.0,23.0,117.0,4.8,0.0,76.0,0.0,0.0,4.03,0.0,35.0,263,2004,Ben Hartsock,TE,0.06,TE
3351,0.0,0.0,123.0,4.6,0.0,73.0,0.0,0.0,4.16,0.0,35.0,210,2004,Justin Jenkins,WR,0.06,WR
3354,0.0,19.0,111.0,5.06,0.0,75.0,0.0,0.0,4.53,0.0,30.0,286,2004,Spencer Johnson,DT,0.05,DL
3355,0.0,31.0,114.0,4.69,0.0,75.0,0.0,0.0,4.6,0.0,34.0,304,2004,Tank Johnson,DT,0.34,DL
3359,0.0,0.0,121.0,4.47,0.0,70.0,0.0,0.0,4.16,0.0,37.5,214,2004,Julius Jones,RB,0.09,RB
3364,0.0,25.0,103.0,5.02,0.0,73.0,0.0,0.0,0.0,0.0,30.0,254,2004,Mike Karney,FB,0.09,FB
3383,0.0,0.0,0.0,4.9,0.0,77.0,0.0,0.0,0.0,0.0,0.0,221,2004,Eli Manning,QB,0.0,QB
3384,0.0,0.0,125.0,4.71,0.0,76.0,0.0,0.0,4.28,0.0,37.5,208,2004,Luke McCown,QB,0.69,QB
3386,34.0,27.0,115.0,4.62,9.0,78.0,1.69,7.18,4.22,2.68,33.5,255,2004,Bobby McCray,DE,0.0,DL
3394,0.0,0.0,118.0,4.65,0.0,71.0,0.0,0.0,4.14,0.0,35.0,209,2004,Mewelde Moore,RB,0.12,RB
3399,0.0,21.0,114.0,4.71,0.0,78.0,0.0,0.0,4.44,0.0,37.0,274,2004,Antwan Odom,DE,0.56,DL
3411,0.0,0.0,114.0,4.78,0.0,75.0,0.0,0.0,4.23,0.0,33.0,255,2004,Shaun Phillips,DE,0.08,DL
3428,0.0,0.0,0.0,5.08,0.0,77.0,0.0,0.0,0.0,0.0,0.0,229,2004,Philip Rivers,QB,0.0,QB
3430,0.0,0.0,0.0,4.75,0.0,77.0,0.0,0.0,0.0,0.0,0.0,241,2004,Ben Roethlisberger,QB,0.05,QB
3437,0.0,0.0,110.0,5.04,0.0,78.0,0.0,0.0,4.66,0.0,30.5,243,2004,Matt Schaub,QB,0.12,QB
3447,0.0,31.0,93.0,5.16,0.0,77.0,0.0,0.0,4.84,0.0,24.5,344,2004,Junior Siavii,DT,0.12,DL
3450,0.0,24.0,108.0,5.03,0.0,76.0,0.0,0.0,4.75,0.0,33.0,274,2004,Antonio Smith,DE,0.0,DL
3457,0.0,42.0,99.0,4.97,0.0,74.0,0.0,0.0,4.66,0.0,30.5,317,2004,Isaac Sopoaga,DT,0.03,DL
3461,0.0,27.0,102.0,5.03,0.0,76.0,0.0,0.0,0.0,0.0,29.5,314,2004,Randy Starks,DT,0.04,DL
3468,0.0,28.0,100.0,5.21,0.0,75.0,0.0,0.0,4.1,0.0,26.5,290,2004,Craig Terrill,DT,0.06,DL
