,arms,bench,broad,fortyyd,hands,heightinchestotal,tenyd,threecone,twentyss,twentyyd,vertical,weight,year,Player,Pos,injured_pct,position_group
766,31.62,28.0,115.0,4.53,9.75,70.0,1.58,0.0,4.62,0.0,35.0,223,2013,Mike James,RB,0.25,RB
768,34.25,3.0,0.0,4.88,10.12,78.0,0.0,0.0,0.0,0.0,0.0,255,2013,D.C. Jefferson,TE,0.03,TE
770,31.62,16.0,0.0,4.75,9.25,71.0,1.61,0.0,0.0,0.0,0.0,213,2013,Tony Jefferson,FS,0.02,DB
772,32.25,27.0,0.0,0.0,9.38,72.0,0.0,0.0,0.0,0.0,0.0,243,2013,Jelani Jenkins,OLB,0.16,LB
773,34.0,30.0,0.0,5.2,9.5,76.0,0.0,0.0,0.0,0.0,24.5,346,2013,John Jenkins,DT,0.09,DL
774,34.25,27.0,106.0,5.3,10.12,78.0,1.81,7.4,4.68,0.0,28.5,306,2013,Luke Joeckel,OT,0.39,OL
775,30.5,14.0,133.0,4.39,9.25,74.0,1.53,7.04,4.31,2.51,39.5,215,2013,Charles Johnson,WR,0.08,WR
776,30.25,6.0,109.0,4.6,9.12,69.0,1.57,0.0,4.53,0.0,32.0,179,2013,Darius Johnson,WR,0.06,WR
778,35.25,28.0,118.0,4.72,10.12,78.0,1.61,7.31,4.52,0.0,34.0,303,2013,Lane Johnson,OT,0.0,OL
783,35.0,30.0,101.0,0.0,9.75,75.0,0.0,0.0,0.0,0.0,26.5,313,2013,Abry Jones,DT,0.05,DL
784,32.75,30.0,0.0,5.33,9.0,74.0,1.83,7.34,4.44,0.0,0.0,302,2013,Chris Jones,DT,0.53,DL
785,32.75,29.0,112.0,4.8,10.0,76.25,1.63,7.32,4.32,0.0,31.5,283,2013,Datone Jones,DE,0.08,DL
786,33.0,16.0,117.0,4.92,9.12,74.0,0.0,7.43,4.69,0.0,30.5,242,2013,Jarvis Jones,OLB,0.25,LB
787,33.0,0.0,115.0,5.11,9.12,76.0,1.69,7.12,4.3,0.0,31.0,225,2013,Landry Jones,QB,0.06,QB
788,33.88,0.0,122.0,4.6,10.0,78.25,1.57,7.02,4.35,0.0,32.5,248,2013,Dion Jordan,DE,0.35,DL
789,32.88,22.0,113.0,4.71,9.12,78.0,1.63,0.0,0.0,2.69,31.5,269,2013,Nick Kasa,TE,0.5,TE
792,32.88,20.0,113.0,4.66,10.25,73.0,1.6,0.0,0.0,0.0,0.0,250,2013,A.J. Klein,ILB,0.08,LB
796,31.0,0.0,0.0,4.58,9.5,71.0,0.0,0.0,0.0,0.0,0.0,231,2013,Eddie Lacy,RB,0.2,RB
802,34.0,30.0,104.0,0.0,10.25,74.0,0.0,7.53,4.67,0.0,25.0,309,2013,Bennie Logan,DT,0.06,DL
805,32.38,25.0,117.0,4.84,10.62,71.0,1.58,6.91,4.3,0.0,35.5,233,2013,John Lotulelei,OLB,0.53,LB
809,28.75,0.0,114.0,4.74,9.12,71.0,1.62,0.0,0.0,0.0,0.0,223,2013,Brandon Magee,OLB,0.22,LB
811,34.12,30.0,0.0,4.81,10.0,74.0,0.0,7.3,4.37,0.0,0.0,256,2013,Stansly Maponga,DE,0.06,DL
813,31.12,4.0,117.0,4.5,9.38,69.0,1.51,6.87,4.14,0.0,34.0,186,2013,Tyrann Mathieu,CB,0.19,DB
817,33.88,4.0,126.0,4.54,9.25,73.0,1.5,7.17,4.32,0.0,36.0,187,2013,Demetrius McCray,CB,0.03,DB
819,34.38,31.0,119.0,4.69,10.12,76.0,1.67,7.08,4.53,0.0,33.5,267,2013,Vance McDonald,TE,0.25,TE
820,32.5,19.0,122.0,4.74,9.12,72.0,1.68,7.07,4.44,0.0,34.5,215,2013,Bradley McDougald,FS,0.03,DB
821,32.38,10.0,119.0,4.54,9.0,70.0,1.53,6.81,4.27,0.0,34.5,193,2013,Leon McFadden,CB,0.09,DB
822,32.0,14.0,119.0,4.4,9.12,71.0,1.46,6.71,4.18,0.0,33.5,193,2013,Brandon McGee,CB,0.33,DB
824,31.5,27.0,125.0,4.54,9.38,70.0,1.51,6.69,4.02,2.51,43.0,220,2013,Christine Michael,RB,0.08,RB
825,32.88,0.0,123.0,4.62,10.25,72.0,0.0,6.97,4.27,0.0,36.5,203,2013,Rontez Miles,FS,0.06,DB
827,32.0,0.0,122.0,4.37,8.75,72.0,1.49,6.95,4.32,0.0,36.0,201,2013,Dee Milliner,CB,0.56,DB
828,34.0,20.0,101.0,5.37,9.75,77.0,1.77,8.1,4.88,0.0,28.5,316,2013,Jordan Mills,OT,0.08,OL
830,32.0,25.0,119.0,4.81,9.38,72.0,1.67,0.0,0.0,0.0,33.0,246,2013,Kevin Minter,ILB,0.09,LB
833,31.5,17.0,118.0,4.71,9.62,73.0,1.59,0.0,0.0,0.0,0.0,236,2013,Nick Moody,OLB,0.23,LB
834,34.75,12.0,122.0,4.95,10.25,76.5,1.69,0.0,0.0,0.0,35.5,250,2013,Damontre Moore,DE,0.08,DL
835,33.62,29.0,127.0,4.65,10.25,73.0,1.62,7.49,4.31,0.0,38.0,245,2013,Sio Moore,OLB,0.17,LB
837,33.25,22.0,124.0,4.38,9.12,74.5,1.48,6.81,4.36,2.56,36.0,223,2013,Latavius Murray,RB,0.28,RB
838,32.0,0.0,105.0,5.06,10.12,74.0,1.73,7.34,4.53,0.0,28.5,227,2013,Ryan Nassib,QB,0.16,QB
840,33.88,21.0,112.0,4.88,9.62,76.5,0.0,0.0,4.4,0.0,36.0,264,2013,Alex Okafor,DE,0.31,DL
842,31.75,0.0,128.0,4.42,9.0,74.0,1.55,0.0,0.0,0.0,37.0,216,2013,Cordarrelle Patterson,WR,0.0,WR
843,32.88,8.0,118.0,4.53,9.38,72.0,1.56,6.91,4.01,0.0,33.0,204,2013,Quinton Patton,WR,0.25,WR
844,32.25,22.0,119.0,4.75,9.25,73.0,1.63,0.0,0.0,0.0,35.0,229,2013,Sean Porter,OLB,0.75,LB
847,31.75,8.0,118.0,4.54,9.75,72.0,1.51,6.87,4.18,0.0,30.5,191,2013,Jordan Poyer,CB,0.25,DB
851,31.0,17.0,0.0,0.0,9.25,72.0,0.0,0.0,0.0,0.0,0.0,211,2013,Bacarri Rambo,FS,0.09,DB
852,31.75,0.0,123.0,4.63,8.75,72.0,1.61,0.0,0.0,0.0,35.0,204,2013,Joseph Randle,RB,0.03,RB
853,32.25,23.0,113.0,4.72,9.75,73.0,1.57,0.0,0.0,0.0,0.0,243,2013,Kevin Reddick,ILB,0.0,LB
854,33.0,16.0,0.0,4.72,10.0,74.0,1.63,0.0,0.0,0.0,0.0,236,2013,Jordan Reed,TE,0.23,TE
855,33.62,17.0,134.0,4.53,10.0,73.0,1.47,6.99,4.22,0.0,40.5,213,2013,Eric Reid,FS,0.11,DB
856,33.75,14.0,132.0,4.43,9.0,73.0,1.47,0.0,0.0,0.0,40.5,210,2013,Xavier Rhodes,CB,0.06,DB
857,34.5,30.0,116.0,5.02,10.5,74.0,1.69,0.0,0.0,0.0,32.0,294,2013,Sheldon Richardson,DT,0.02,DL
858,30.0,0.0,118.0,4.68,8.75,70.0,0.0,0.0,0.0,0.0,32.0,201,2013,Theo Riddick,RB,0.12,RB
859,32.62,17.0,112.0,4.81,10.25,75.0,1.69,7.17,4.43,0.0,31.0,242,2013,Mychal Rivera,TE,0.0,TE
860,32.62,0.0,123.0,4.43,9.0,70.0,1.56,7.09,4.22,0.0,36.5,199,2013,Denard Robinson,WR,0.12,WR
863,31.38,14.0,116.0,4.56,9.62,71.0,1.5,6.69,4.06,0.0,32.5,191,2013,Logan Ryan,CB,0.0,DB
866,29.5,7.0,117.0,4.58,8.88,67.0,1.55,6.81,4.37,0.0,32.0,173,2013,Ace Sanders,WR,0.03,WR
869,33.25,0.0,121.0,4.68,9.5,73.5,0.0,7.1,4.42,0.0,34.0,257,2013,John Simon,DE,0.08,DL
870,32.75,9.0,128.0,4.51,8.75,74.0,1.57,0.0,0.0,0.0,34.0,202,2013,Tharold Simon,CB,0.77,DB
871,33.12,22.0,112.0,4.75,10.5,77.0,1.6,7.36,4.52,0.0,35.0,262,2013,Dion Sims,TE,0.11,TE
872,32.25,14.0,124.0,4.36,9.38,72.0,1.52,6.9,4.21,0.0,35.5,192,2013,Darius Slay,CB,0.08,DB
873,32.5,0.0,124.0,4.59,9.25,74.0,1.59,0.0,0.0,0.0,33.5,218,2013,Geno Smith,QB,0.27,QB
874,33.25,0.0,0.0,0.0,10.38,77.0,0.0,0.0,0.0,0.0,0.0,250,2013,Quanterus Smith,DE,0.5,DL
875,34.75,0.0,120.0,4.51,10.38,76.0,1.55,7.03,4.07,0.0,34.5,225,2013,Rodney Smith,WR,0.16,WR
877,30.75,15.0,119.0,4.48,9.75,73.0,1.55,6.72,4.07,0.0,33.5,204,2013,Ryan Spadola,WR,1.0,WR
878,33.5,37.0,107.0,5.15,10.0,73.0,1.67,7.82,4.72,0.0,30.0,307,2013,Akeem Spence,DT,0.17,DL
880,30.25,27.0,122.0,4.55,8.62,68.0,1.59,6.7,4.17,0.0,33.0,216,2013,Zac Stacy,RB,0.0,RB
881,31.12,21.0,111.0,4.69,9.25,72.0,1.6,7.06,0.0,0.0,30.5,221,2013,Daimion Stafford,FS,0.06,DB
883,32.0,17.0,122.0,4.64,8.75,73.0,1.52,6.68,4.34,0.0,36.0,202,2013,Jawanza Starling,SS,0.19,DB
886,30.5,16.0,124.0,4.38,9.0,72.0,1.53,0.0,4.35,0.0,33.5,194,2013,Kenny Stills,WR,0.02,WR
887,32.25,18.0,116.0,4.65,9.38,75.0,1.6,7.12,4.27,0.0,34.5,252,2013,Jake Stoneburner,TE,0.21,TE
888,32.38,17.0,124.0,4.67,9.5,70.0,1.57,6.7,4.11,0.0,37.0,208,2013,D.J. Swearinger,FS,0.04,DB
891,36.0,14.0,128.0,4.72,10.38,79.25,1.6,6.89,4.3,0.0,35.0,266,2013,Devin Taylor,DE,0.0,DL
892,30.75,22.0,127.0,4.39,9.12,71.0,1.47,6.82,4.06,0.0,35.0,192,2013,Jamar Taylor,CB,0.17,DB
893,30.12,17.0,110.0,4.76,8.62,69.12,1.64,7.13,4.5,0.0,30.0,214,2013,Stepfan Taylor,RB,0.06,RB
897,31.5,28.0,133.0,4.42,9.25,69.0,1.5,0.0,4.26,0.0,40.5,213,2013,Shamarko Thomas,SS,0.22,DB
898,32.25,8.0,121.0,4.54,8.75,73.0,1.54,6.88,4.21,0.0,33.5,193,2013,Kenbrell Thompkins,WR,0.06,WR
899,34.12,27.0,0.0,5.11,10.0,75.0,1.71,7.45,4.63,0.0,0.0,320,2013,Hugh Thornton,OG,0.39,OL
902,31.25,16.0,125.0,4.38,8.62,72.0,1.47,0.0,3.85,0.0,37.5,190,2013,Desmond Trufant,CB,0.15,DB
907,34.0,20.0,101.0,5.17,9.88,78.0,1.77,7.94,4.91,0.0,31.5,308,2013,Ricky Wagner,OT,0.04,OL
908,33.38,28.0,96.0,5.58,9.5,75.0,1.92,7.78,5.1,0.0,22.5,332,2013,Larry Warford,OG,0.09,OL
909,34.75,0.0,110.0,5.49,9.62,74.0,1.83,0.0,0.0,0.0,0.0,317,2013,Chance Warmack,OG,0.25,OL
910,34.0,36.0,128.0,4.55,9.5,76.0,1.6,0.0,0.0,0.0,39.0,265,2013,Cornelius Washington,DE,0.33,DL
911,34.0,24.0,107.0,5.06,10.0,75.0,0.0,7.77,5.0,0.0,30.0,300,2013,Earl Watford,OG,0.12,OL
912,34.0,0.0,103.0,5.29,10.38,77.0,1.8,8.31,5.01,0.0,24.5,310,2013,Menelik Watson,OT,0.52,OL
914,30.25,14.0,132.0,4.51,9.38,70.0,1.49,6.82,3.84,0.0,40.5,184,2013,B.W. Webb,CB,0.0,DB
915,32.5,14.0,125.0,4.41,8.5,70.0,1.49,0.0,0.0,0.0,35.0,195,2013,Kayvon Webster,CB,0.16,DB
916,33.25,25.0,111.0,4.83,9.62,75.0,1.66,7.3,4.4,0.0,31.0,266,2013,Bjoern Werner,DE,0.12,DL
918,32.75,20.0,120.0,4.45,9.12,71.0,1.52,6.8,4.02,0.0,37.0,189,2013,Markus Wheaton,WR,0.27,WR
922,29.75,17.0,118.0,4.48,9.12,68.0,1.52,7.15,4.15,0.0,35.0,195,2013,Kerwynn Williams,RB,0.0,RB
925,30.75,25.0,120.0,4.46,8.38,72.0,1.52,7.01,4.25,0.0,36.0,213,2013,Shawn Williams,SS,0.02,DB
926,30.5,12.0,128.0,4.42,8.12,69.0,1.46,6.89,4.1,0.0,40.5,181,2013,Steve Williams,CB,0.4,DB
927,33.5,27.0,102.0,5.03,10.75,75.0,1.72,7.93,4.8,0.0,26.5,313,2013,Sylvester Williams,DT,0.03,DL
928,31.25,11.0,119.0,4.52,8.75,74.0,1.52,7.01,4.32,0.0,32.5,208,2013,Terrance Williams,WR,0.0,WR
929,32.5,25.0,112.0,4.92,9.5,75.0,1.71,0.0,0.0,0.0,33.0,260,2013,Tourek Williams,DE,0.27,DL
932,31.12,7.0,122.0,4.51,9.25,75.0,1.51,6.65,4.33,0.0,34.5,194,2013,Marquess Wilson,WR,0.56,WR
935,32.75,9.0,0.0,0.0,9.75,76.0,0.0,0.0,0.0,0.0,0.0,320,2013,Brian Winters,OG,0.27,OL
936,31.5,0.0,134.0,4.44,9.12,71.0,1.49,0.0,4.07,0.0,39.0,209,2013,Earl Wolff,SS,0.38,DB
937,30.88,16.0,124.0,4.56,8.62,71.0,1.53,0.0,0.0,0.0,37.5,213,2013,Cierre Wood,RB,0.62,RB
938,31.0,14.0,117.0,4.51,9.25,72.0,0.0,7.15,4.47,0.0,33.5,201,2013,Robert Woods,WR,0.08,WR
941,32.0,14.0,128.0,4.53,8.62,73.0,1.53,6.97,4.12,0.0,36.0,195,2013,Blidi Wreh-Wilson,CB,0.21,DB
942,33.0,24.0,118.0,4.73,10.0,73.0,0.0,0.0,0.0,0.0,35.0,238,2012,Emmanuel Acho,OLB,0.53,LB
943,31.88,0.0,123.0,4.57,9.38,71.0,1.69,7.09,0.0,2.66,36.0,179,2012,Joe Adams,WR,0.09,WR
944,34.0,19.0,100.0,5.4,10.88,79.0,0.0,7.94,4.95,0.0,28.0,323,2012,Mike Adams,OT,0.31,OL
946,35.0,0.0,0.0,0.0,9.75,75.0,0.0,0.0,0.0,0.0,0.0,270,2012,Frank Alexander,DE,0.03,DL
947,0.0,17.0,118.0,4.67,0.0,73.0,0.0,7.02,4.25,0.0,34.0,210,2012,Antonio Allen,SS,0.33,DB
948,33.0,27.0,110.0,4.89,9.62,75.0,0.0,7.12,4.37,0.0,32.0,255,2012,Dwayne Allen,TE,0.34,TE
952,29.62,20.0,111.0,4.53,8.12,68.0,0.0,7.27,4.31,0.0,35.0,204,2012,Edwin Baker,RB,0.06,RB
955,0.0,23.0,115.0,4.65,0.0,70.0,0.0,7.03,4.19,0.0,33.0,219,2012,Vick Ballard,RB,0.67,RB
956,33.62,0.0,0.0,0.0,9.5,73.0,0.0,0.0,0.0,0.0,0.0,213,2012,Mark Barron,SS,0.04,DB
959,31.75,14.0,119.0,4.36,8.75,69.0,1.58,0.0,0.0,0.0,38.0,172,2012,Travis Benjamin,WR,0.12,WR
962,32.0,32.0,101.0,5.27,9.0,77.0,0.0,7.95,4.84,0.0,29.0,313,2012,Tony Bergstrom,OT,1.0,OL
963,0.0,19.0,131.0,4.58,0.0,71.0,0.0,6.79,4.3,0.0,39.0,200,2012,Justin Bethel,CB,0.0,DB
964,32.5,14.0,123.0,4.46,9.25,73.0,0.0,0.0,0.0,0.0,35.0,207,2012,Justin Blackmon,WR,0.04,WR
966,31.25,12.0,116.0,4.7,9.12,72.0,0.0,6.71,3.97,0.0,34.0,208,2012,Robert Blanton,CB,0.11,DB
968,32.25,21.0,119.0,4.66,10.0,71.0,0.0,6.96,4.44,0.0,38.0,222,2012,Brandon Bolden,RB,0.12,RB
969,31.5,24.0,0.0,0.0,8.88,70.0,0.0,0.0,0.0,0.0,0.0,202,2012,Omar Bolden,CB,0.12,DB
970,31.5,0.0,0.0,0.0,9.38,69.0,0.0,0.0,0.0,0.0,0.0,182,2012,Brandon Boykin,CB,0.2,DB
971,32.25,11.0,123.0,4.72,10.25,74.0,1.58,7.12,4.28,0.0,36.0,217,2012,Jarrett Boykin,WR,0.09,WR
972,33.75,24.0,121.0,4.64,10.5,74.0,0.0,7.18,4.37,0.0,37.0,241,2012,Nigel Bradham,OLB,0.19,LB
973,34.0,0.0,120.0,4.7,9.0,76.0,0.0,7.19,4.0,0.0,32.0,259,2012,Andre Branch,DE,0.19,DL
974,32.0,11.0,0.0,4.48,9.75,71.0,0.0,0.0,0.0,0.0,32.0,192,2012,LaVon Brazill,WR,0.12,WR
976,35.0,19.0,105.0,5.36,9.12,78.0,0.0,7.46,4.81,0.0,26.0,322,2012,Michael Brockers,DT,0.0,DL
977,0.0,12.0,120.0,4.37,0.0,70.0,0.0,0.0,0.0,0.0,38.0,190,2012,Ron Brooks,CB,0.34,DB
980,33.25,0.0,116.0,4.5,9.5,73.0,0.0,0.0,0.0,0.0,33.0,244,2012,Zach Brown,OLB,0.23,LB
981,32.25,21.0,0.0,0.0,9.0,70.0,0.0,0.0,0.0,0.0,0.0,192,2012,Ryan Broyles,WR,0.38,WR
983,31.88,31.0,121.0,0.0,9.88,74.0,0.0,0.0,0.0,0.0,37.0,246,2012,Miles Burris,OLB,0.21,LB
986,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,316,2012,Josh Chapman,DT,0.35,DL
988,34.12,19.0,125.0,4.55,10.12,75.0,0.0,6.9,4.09,0.0,36.0,219,2012,Greg Childs,WR,1.0,WR
989,33.25,0.0,118.0,4.5,8.5,71.0,0.0,7.01,4.12,0.0,34.0,188,2012,Morris Claiborne,CB,0.36,DB
990,30.62,12.0,115.0,4.5,9.12,72.0,0.0,6.69,4.15,0.0,35.0,201,2012,Danny Coale,WR,0.31,WR
991,0.0,15.0,78.0,4.81,0.0,76.0,0.0,6.96,4.29,0.0,35.0,246,2012,Audie Cole,ILB,0.31,LB
994,31.0,11.0,115.0,4.65,9.5,71.0,1.58,7.12,4.35,2.64,31.5,190,2012,Josh Cooper,WR,0.06,WR
995,33.25,25.0,109.0,4.78,10.25,78.0,1.63,7.57,4.78,2.69,31.5,284,2012,Quinton Coples,DE,0.03,DL
998,31.75,0.0,109.0,4.93,9.88,75.0,0.0,7.05,4.5,0.0,28.5,214,2012,Kirk Cousins,QB,0.06,QB
999,34.5,30.0,103.0,4.79,10.38,76.0,0.0,7.07,4.53,0.0,26.0,298,2012,Fletcher Cox,DT,0.02,DL
1000,0.0,0.0,116.0,4.85,0.0,77.0,0.0,7.15,4.25,0.0,33.0,274,2012,Jack Crawford,DE,0.22,DL
1001,33.75,28.0,113.0,4.89,9.5,76.0,0.0,7.09,4.44,0.0,33.0,285,2012,Tyrone Crawford,DE,0.38,DL
1004,32.0,17.0,117.0,4.68,10.5,74.0,0.0,7.15,4.3,0.0,38.0,224,2012,Juron Criner,WR,0.38,WR
1007,32.75,0.0,110.0,4.98,9.25,75.0,0.0,6.9,4.4,0.0,32.0,266,2012,Vinny Curry,DE,0.0,DL
1008,32.5,0.0,0.0,0.0,9.62,72.0,0.0,0.0,0.0,0.0,0.0,291,2012,Mike Daniels,DT,0.0,DL
1010,0.0,19.0,119.0,4.65,0.0,72.0,0.0,7.28,4.22,0.0,36.0,233,2012,Lavonte David,OLB,0.03,LB
1012,32.0,32.0,124.0,4.61,9.0,74.0,0.0,7.19,4.28,0.0,38.0,235,2012,Demario Davis,OLB,0.0,LB
1014,30.0,0.0,0.0,4.55,9.5,70.0,0.0,0.0,0.0,0.0,37.0,204,2012,Alfonzo Dennard,CB,0.25,DB
1016,29.62,5.0,118.0,4.57,8.38,69.0,1.58,7.12,4.2,2.66,33.5,172,2012,Patrick Edwards,WR,0.12,WR
1017,33.0,21.0,131.0,4.62,9.75,77.0,0.0,7.03,4.32,0.0,36.0,252,2012,Michael Egnew,TE,0.0,TE
1021,33.38,27.0,0.0,0.0,10.0,78.0,0.0,0.0,0.0,0.0,0.0,247,2012,Coby Fleener,TE,0.12,TE
1022,33.0,27.0,114.0,4.77,9.38,73.0,0.0,7.03,4.28,0.0,33.0,245,2012,Darius Fleming,OLB,1.0,LB
1023,31.25,23.0,125.0,4.53,9.5,71.0,0.0,6.71,3.97,0.0,34.0,206,2012,Jamell Fleming,CB,0.12,DB
1024,32.88,16.0,122.0,4.47,9.38,75.0,1.57,7.11,4.37,0.0,36.0,220,2012,Michael Floyd,WR,0.02,WR
1025,0.0,0.0,112.0,5.14,0.0,77.0,0.0,0.0,0.0,0.0,30.5,243,2012,Nick Foles,QB,0.28,QB
1034,31.0,15.0,123.0,4.4,9.25,72.0,0.0,6.61,3.94,0.0,36.0,190,2012,Stephon Gilmore,CB,0.15,DB
1035,31.25,19.0,118.0,4.41,8.25,71.0,0.0,6.97,4.23,0.0,33.0,198,2012,Chris Givens,WR,0.5,WR
1038,32.75,8.0,120.0,4.41,9.0,71.0,1.47,6.77,4.18,0.0,33.0,188,2012,T.J. Graham,WR,0.0,WR
1039,29.5,21.0,114.0,4.47,9.12,70.0,0.0,7.17,0.0,0.0,32.0,206,2012,Cyrus Gray,RB,0.25,RB
1040,31.38,20.0,0.0,0.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0,223,2012,Jonas Gray,RB,0.35,RB
1041,34.5,16.0,124.0,4.53,10.12,78.0,0.0,7.12,4.47,0.0,34.0,238,2012,Ladarius Green,TE,0.29,TE
1043,32.25,0.0,120.0,4.41,9.5,74.0,0.0,0.0,0.0,0.0,39.0,223,2012,Robert Griffin,QB,0.28,QB
1049,33.12,24.0,122.0,4.49,9.88,76.0,0.0,6.76,4.11,0.0,36.0,252,2012,James Hanna,TE,0.38,TE
1051,0.0,13.0,109.0,5.11,0.0,76.0,0.0,7.4,4.69,0.0,26.0,260,2012,Cory Harkey,TE,0.08,TE
1058,32.5,21.0,124.0,4.53,9.62,73.0,1.53,6.59,3.98,0.0,35.0,225,2012,Junior Hemingway,WR,0.12,WR
1059,32.0,22.0,117.0,4.66,9.0,70.0,0.0,6.97,4.04,0.0,35.0,213,2012,Dan Herron,RB,0.38,RB
1062,33.38,14.0,133.0,4.34,9.38,76.0,1.5,6.89,4.51,2.52,39.5,215,2012,Stephen Hill,WR,0.28,WR
1063,30.0,17.0,0.0,4.45,8.5,69.0,0.0,0.0,0.0,0.0,37.0,200,2012,Ronnie Hillman,RB,0.11,RB
1064,32.0,7.0,119.0,4.34,8.5,70.0,1.53,7.03,4.36,2.51,35.5,183,2012,T.Y. Hilton,WR,0.02,WR
1066,30.88,11.0,0.0,4.47,8.88,70.0,0.0,0.0,0.0,0.0,0.0,178,2012,Jayron Hosley,CB,0.16,DB
1067,0.0,24.0,106.0,4.82,0.0,75.0,0.0,7.32,4.47,0.0,27.0,301,2012,Jaye Howard,DT,0.25,DL
1069,33.88,28.0,0.0,0.0,9.12,74.0,0.0,0.0,0.0,0.0,0.0,309,2012,John Hughes,DT,0.17,DL
1071,34.5,20.0,124.0,4.66,9.62,76.0,0.0,7.03,4.03,0.0,34.0,225,2012,George Iloka,FS,0.06,DB
1074,0.0,19.0,118.0,4.49,0.0,70.0,0.0,6.97,4.03,0.0,34.0,191,2012,Asa Jackson,CB,0.2,DB
1078,30.25,15.0,123.0,4.45,9.0,68.0,0.0,6.88,4.12,0.0,35.0,194,2012,LaMichael James,RB,0.09,RB
1081,33.0,0.0,122.0,4.48,10.25,74.88,1.64,6.71,4.17,2.63,36.5,216,2012,Alshon Jeffery,WR,0.16,WR
1082,32.75,12.0,124.0,4.39,9.5,72.0,0.0,6.73,4.12,0.0,38.0,190,2012,A.J. Jenkins,WR,0.22,WR
1083,32.0,0.0,121.0,4.46,8.25,70.0,0.0,6.95,4.13,0.0,33.0,193,2012,Janoris Jenkins,CB,0.06,DB
1084,33.5,0.0,105.0,4.81,9.0,75.0,0.0,7.2,4.38,0.0,35.0,268,2012,Cam Johnson,DE,0.38,DL
1085,32.88,23.0,88.0,4.68,9.38,73.0,0.0,7.34,4.37,0.0,37.0,241,2012,James-Michael Johnson,ILB,0.1,LB
1086,0.0,15.0,120.0,4.71,0.0,70.0,0.0,6.96,4.15,0.0,32.0,196,2012,Leonard Johnson,CB,0.38,DB
1089,33.25,19.0,122.0,4.61,9.38,74.0,0.0,7.2,4.15,0.0,35.0,204,2012,Trumaine Johnson,CB,0.19,DB
1091,35.5,22.0,120.0,4.87,9.75,77.0,0.0,7.07,4.38,0.0,35.0,266,2012,Chandler Jones,DE,0.19,DL
1095,33.12,22.0,112.0,4.46,10.25,74.0,1.57,6.81,4.11,0.0,33.0,199,2012,Marvin Jones,WR,0.24,WR
1098,34.5,30.0,0.0,4.99,10.38,78.0,0.0,7.33,4.65,0.0,27.0,306,2012,Matt Kalil,OT,0.18,OL
1099,32.12,14.0,119.0,4.58,9.25,72.0,1.56,7.03,4.12,0.0,34.0,209,2012,Jermaine Kearse,WR,0.04,WR
1100,30.88,0.0,103.0,4.82,9.12,73.0,0.0,0.0,0.0,0.0,32.5,208,2012,Case Keenum,QB,0.12,QB
1102,0.0,24.0,0.0,4.47,0.0,71.0,0.0,0.0,4.19,0.0,39.0,240,2012,Mychal Kendricks,ILB,0.12,LB
1103,30.62,0.0,120.0,4.51,9.5,73.0,0.0,0.0,0.0,0.0,35.0,186,2012,Dre Kirkpatrick,CB,0.16,DB
1105,31.0,27.0,74.0,4.58,9.75,74.0,0.0,6.92,4.12,0.0,38.0,242,2012,Luke Kuechly,ILB,0.12,LB
1106,32.5,28.0,112.0,4.89,10.5,76.0,0.0,7.43,4.41,0.0,34.0,299,2012,Markus Kuhn,DT,0.36,DL
1109,32.5,36.0,112.0,4.68,9.25,74.0,0.0,7.09,4.4,0.0,31.0,253,2012,Ronnell Lewis,OLB,0.12,LB
1110,32.75,22.0,122.0,4.88,10.12,73.0,0.0,0.0,0.0,0.0,36.0,246,2012,Travis Lewis,OLB,0.28,LB
1116,32.62,0.0,124.0,4.67,10.0,76.0,0.0,6.8,4.28,0.0,36.0,234,2012,Andrew Luck,QB,0.21,QB
1118,32.25,22.0,114.0,4.79,9.25,74.0,0.0,7.18,4.43,0.0,32.0,237,2012,Terrell Manning,OLB,0.34,LB
1119,0.0,28.0,108.0,4.81,0.0,73.0,0.0,7.05,4.09,0.0,30.0,242,2012,Brandon Marshall,OLB,0.1,LB
1120,30.5,28.0,120.0,4.55,9.0,69.0,0.0,6.79,4.16,0.0,36.0,223,2012,Doug Martin,RB,0.3,RB
1121,34.0,0.0,0.0,0.0,9.88,77.0,0.0,0.0,0.0,0.0,0.0,312,2012,Jonathan Martin,OT,0.28,OL
1122,31.38,13.0,122.0,4.45,9.25,71.0,0.0,6.85,4.13,0.0,39.0,188,2012,Keshawn Martin,WR,0.16,WR
1124,32.25,36.0,113.0,4.88,9.12,73.0,0.0,7.19,4.25,0.0,33.0,306,2012,Mike Martin,DT,0.12,DL
1127,32.5,20.0,0.0,4.62,9.12,72.0,1.57,6.88,4.19,0.0,36.0,217,2012,Rishard Matthews,WR,0.1,WR
1133,30.62,17.0,120.0,4.56,9.38,71.0,0.0,6.69,4.22,0.0,36.0,203,2012,Jerron McMillian,SS,0.0,DB
1134,32.0,0.0,122.0,4.54,10.0,74.0,0.0,7.15,4.07,0.0,37.0,216,2012,Marvin McNutt,WR,0.06,WR
1135,30.88,26.0,90.0,4.97,9.38,73.0,0.0,7.26,4.28,0.0,30.0,245,2012,Caleb McSurdy,ILB,1.0,LB
1138,0.0,0.0,116.0,4.74,0.0,70.0,0.0,0.0,0.0,0.0,33.0,202,2012,DeQuan Menzie,CB,1.0,DB
